event_date,horizon,party,main,official,model,fc_lo,fc_hi,last_poll,mean_4w,prev_result,lo50,hi50,lo80,hi80,lo95,hi95,lo50_h,hi50_h,lo80_h,hi80_h,lo95_h,hi95_h
2015-12-20,60,EHB,False,0.87,1.0602523530504477,0.9936172166076109,1.1268874894932845,1.5,1.1,,0.94,1.1724999999999999,0.82,1.29,0.6947500000000001,1.42,0.94,1.18,0.8189999999999998,1.29,0.6947500000000001,1.43
2015-12-20,60,UPyD,False,0.62,0.12547890619997304,-0.1708502613331629,0.42180807373310897,0.3,0.5285714285714286,4.7,0.0,0.95,0.0,1.9770000000000016,0.0,2.9192499999999963,0.0,0.95,0.0,1.9770000000000016,0.0,2.9192499999999963
2015-12-20,60,CC,False,0.32,0.40686893334360796,0.351235643009586,0.46250222367762994,0.5,0.48333333333333334,0.59,0.32,0.49,0.25,0.5610000000000003,0.14,0.6852499999999998,0.32,0.49,0.25,0.5610000000000003,0.14,0.6852499999999998
2015-12-20,60,BNG,False,0.28,0.631705655040517,0.5760981261409456,0.6873131839400884,0.6,0.6,0.76,0.52,0.72,0.43,0.8,0.32,0.9052499999999998,0.52,0.72,0.43,0.8,0.32,0.9052499999999998
2015-12-20,90,PP,True,28.71,29.51876699530642,27.789920074212677,31.247613916400166,28.6,29.0,44.63,27.307499999999997,31.3825,25.458000000000002,33.330000000000005,23.416500000000003,35.36725,27.185000000000002,31.4925,25.228,33.541000000000004,23.07125,35.69775
2015-12-20,90,PSOE,True,22.0,25.35278377533335,24.396351677958926,26.309215872707775,22.5,23.642857142857146,28.76,23.5875,26.9725,21.538,28.609,19.70475,30.18575,23.505000000000003,27.06,21.348000000000003,28.770000000000003,19.4195,30.42575
2015-12-20,90,UP,True,20.68,15.237226895651299,13.222933463654012,17.251520327648585,16.2,16.15714285714285,,13.4075,16.66,11.754999999999999,18.393,10.368500000000001,20.437749999999998,13.364999999999998,16.692500000000003,11.674999999999999,18.464000000000002,10.2585,20.55775
2015-12-20,90,Cs,True,13.94,12.891433904558998,9.731090133523942,16.051777675594053,13.7,12.578571428571426,,10.9575,14.5725,9.497,16.225,7.8,18.28575,10.9275,14.594999999999999,9.447,16.275000000000002,7.72475,18.36575
2015-12-20,90,IU,True,3.68,4.126628540540163,3.6678107626799417,4.585446318400384,4.8,4.271428571428571,6.92,3.0775,5.3925,1.97,6.481000000000001,0.8222500000000011,7.480499999999999,3.0775,5.4,1.9689999999999999,6.49,0.8122500000000011,7.4905
2015-12-20,90,ERC,False,2.4,1.7714733685852977,1.5756536281364755,1.96729310903412,,1.72,1.06,1.62,1.91,1.49,2.02,1.32,2.14,1.62,1.92,1.48,2.03,1.3,2.16
2015-12-20,90,CDC,False,2.25,2.2076486460952207,1.9712268543525084,2.444070437837933,,2.442857142857143,,2.06,2.4,1.9389999999999998,2.531,1.78475,2.69,2.0575,2.41,1.9289999999999998,2.551,1.75475,2.71
2015-12-20,90,PNV,False,1.2,1.2587997846206957,1.1780325943576802,1.3395669748837113,,1.2666666666666666,1.33,1.16,1.37,1.039,1.47,0.9447500000000001,1.5952499999999998,1.15,1.38,1.03,1.48,0.93,1.6052499999999998
2015-12-20,90,EHB,False,0.87,0.9795468895118824,0.9055758547480488,1.053517924275716,,1.0,,0.88,1.09,0.7789999999999999,1.18,0.6495000000000002,1.2952499999999998,0.87,1.09,0.77,1.1810000000000003,0.6395000000000002,1.3
2015-12-20,90,UPyD,False,0.62,0.12138054930327513,-0.32212119273693873,0.564882291343489,0.7,0.8692307692307693,4.7,0.0,1.1424999999999998,0.0,2.09,0.0,3.0914999999999986,0.0,1.1424999999999998,0.0,2.09,0.0,3.0914999999999986
2015-12-20,90,CC,False,0.32,0.40472851314154634,0.3478063958113819,0.4616506304717108,,0.42499999999999993,0.59,0.33,0.49,0.25,0.5610000000000003,0.15,0.66,0.33,0.49,0.25,0.57,0.1447500000000001,0.66
2015-12-20,90,BNG,False,0.28,0.599870298754941,0.5340536432778918,0.6656869542319902,,0.6333333333333334,0.76,0.5,0.67,0.42,0.76,0.3247500000000001,0.87,0.5,0.67,0.42,0.76,0.32,0.8752499999999998
2015-12-20,180,PP,True,28.71,26.384138548828677,24.788368560277622,27.979908537379732,25.7,26.339999999999996,44.63,24.4,28.055,22.738999999999997,29.790000000000003,20.912750000000003,31.63675,24.18,28.2425,22.339,30.161,20.317500000000003,32.211999999999996
2015-12-20,180,PSOE,True,22.0,23.697934178380294,22.32227272491731,25.07359563184328,25.2,23.29,28.76,22.0475,25.2225,20.11,26.757,18.38475,28.23575,21.88,25.372500000000002,19.76,27.057000000000002,17.86475,28.680999999999997
2015-12-20,180,UP,True,20.68,15.819781683055986,12.187857813147614,19.451705552964356,21.4,18.96,,13.73,17.44,11.861999999999998,19.423000000000002,10.288,21.7215,13.65,17.5,11.711,19.563,10.072750000000001,21.946749999999998
2015-12-20,180,Cs,True,13.94,12.288554597796796,10.308025076127121,14.269084119466472,9.8,13.069999999999999,,10.625,13.7325,9.377,15.146000000000003,7.9295,16.89,10.565000000000001,13.782499999999999,9.276,15.256000000000002,7.7695,17.06
2015-12-20,180,IU,True,3.68,4.3828661404351585,3.9223287682087853,4.843403512661532,4.3,4.029999999999999,6.92,3.3475,5.6325,2.259,6.702000000000001,1.122250000000001,7.695749999999999,3.34,5.6425,2.2390000000000003,6.713000000000001,1.097500000000001,7.72575
2015-12-20,180,ERC,False,2.4,2.04883414495556,1.7922620803627596,2.30540620954836,2.2,2.2600000000000002,1.06,1.95,2.14,1.86,2.22,1.75,2.3,1.93,2.17,1.819,2.26,1.67,2.35525
2015-12-20,180,CDC,False,2.25,2.421753641976034,2.1475923725281985,2.6959149114238694,2.9,2.4,,2.33,2.55,2.249,2.64,2.14,2.74,2.3,2.58,2.1990000000000003,2.6910000000000003,2.06,2.8252499999999996
2015-12-20,180,PNV,False,1.2,1.266561189259816,1.1486149634645328,1.3845074150550993,1.6,1.3666666666666665,1.33,1.23,1.31,1.18,1.35,1.14,1.4,1.21,1.33,1.1489999999999998,1.39,1.09,1.4552499999999997
2015-12-20,180,EHB,False,0.87,0.886472693952665,0.8172610029032858,0.9556843850020442,1.1,1.0333333333333334,,0.86,0.91,0.84,0.94,0.8047500000000002,0.9652499999999997,0.85,0.93,0.81,0.96,0.7647500000000002,1.01
2015-12-20,180,UPyD,False,0.62,0.4355207172297355,0.10871093297178513,0.7623305014876859,,0.9625000000000001,4.7,0.0,1.4525,0.0,2.4,0.0,3.4014999999999986,0.0,1.4525,0.0,2.4,0.0,3.4014999999999986
2015-12-20,180,CC,False,0.32,0.4589330188080879,0.3827603089515941,0.5351057286645817,0.6,0.4333333333333333,0.59,0.44,0.48,0.41,0.51,0.38,0.53,0.43,0.49,0.4089999999999999,0.51,0.37,0.55
2015-12-20,180,BNG,False,0.28,0.5864561541052926,0.5156935602577434,0.6572187479528419,0.9,0.7000000000000001,0.76,0.56,0.61,0.54,0.63,0.51,0.66,0.55,0.61,0.53,0.64,0.49,0.68
2016-06-26,6,PP,True,33.01,30.263222066373263,29.44471044455038,31.081733688196145,29.85,29.468627450980392,28.71,28.7125,32.2625,26.87,33.809,24.793500000000005,36.00975,28.6825,32.302499999999995,26.819,33.870000000000005,24.703500000000002,36.105
2016-06-26,6,PSOE,True,22.63,21.277606342656462,20.90662807686386,21.648584608449063,21.35,21.194117647058825,22.0,19.76,22.56,18.235,24.063,16.5495,25.85575,19.7475,22.58,18.204,24.093,16.4995,25.91575
2016-06-26,6,UP,True,21.15,24.766995956233806,24.310889938264857,25.223101974202756,24.299999999999997,24.617647058823533,20.68,23.0875,26.175,21.75,27.582,20.21075,29.32725,23.06,26.192500000000003,21.71,27.613,20.150750000000002,29.39725
2016-06-26,6,Cs,True,13.06,14.000477461863708,13.357281782675171,14.643673141052245,14.5,14.601960784313727,13.94,12.795,15.4275,11.48,16.534000000000002,10.27425,17.99,12.7875,15.4375,11.47,16.554000000000002,10.2495,18.01525
2016-06-26,6,ERC,False,2.66,2.30575849384059,2.254807676057027,2.3567093116241535,,2.3458333333333337,2.4,2.14,2.44,2.01,2.571,1.8195000000000003,2.7152499999999997,2.14,2.4425,2.01,2.571,1.8095000000000003,2.72525
2016-06-26,6,CDC,False,2.01,1.772715238076452,1.6800600031558475,1.8653704729970564,,1.8541666666666667,2.25,1.64,1.93,1.54,2.06,1.40475,2.18525,1.64,1.93,1.54,2.06,1.40475,2.19
2016-06-26,6,PNV,False,1.19,1.1655663574259407,1.126569230196815,1.2045634846550664,,1.182608695652174,1.2,1.03,1.27,0.91,1.3610000000000004,0.7747500000000002,1.4752499999999997,1.03,1.27,0.9089999999999999,1.37,0.77,1.48
2016-06-26,6,PACMA,False,1.19,0.9351879258152122,0.7668685354956694,1.1035073161347548,,0.9,0.87,0.0,1.7575,0.0,2.821,0.0,4.10575,0.0,1.7575,0.0,2.821,0.0,4.10575
2016-06-26,6,EHB,False,0.77,0.8169997731681036,0.7799115953409524,0.8540879509952547,,0.835,0.87,0.7,0.9424999999999999,0.59,1.05,0.47,1.1752499999999997,0.7,0.9424999999999999,0.59,1.05,0.47,1.1752499999999997
2016-06-26,6,CC,False,0.33,0.2720204129442191,0.22999818010131196,0.3140426457871262,,0.2894736842105263,0.32,0.18,0.36,0.10899999999999992,0.46,0.0,0.55,0.18,0.36,0.10899999999999992,0.46,0.0,0.55
2016-06-26,14,PP,True,33.01,29.867490972437746,29.295871566558066,30.439110378317427,29.0,29.611538461538455,28.71,28.32,31.91,26.547,33.64300000000001,24.9675,35.9715,28.2675,31.9725,26.445999999999998,33.772,24.8075,36.1715
2016-06-26,14,PSOE,True,22.63,21.157277059947447,20.861045074028006,21.453509045866888,21.3,21.307692307692307,22.0,19.48,22.44,17.948999999999998,23.832,16.41475,25.632499999999997,19.44,22.4625,17.878999999999998,23.892,16.31475,25.727249999999998
2016-06-26,14,UP,True,21.15,24.645648887929248,24.25974379806533,25.031553977793166,24.5,24.46153846153846,20.68,23.0975,26.4025,21.438000000000002,28.041,19.707500000000003,29.811249999999994,23.057499999999997,26.4525,21.349,28.131,19.582250000000002,29.951249999999995
2016-06-26,14,Cs,True,13.06,14.368168352733766,13.774629473308243,14.96170723215929,15.6,14.573076923076924,13.94,12.6375,15.72,11.447999999999999,16.811999999999998,9.967500000000001,18.51775,12.61,15.73,11.417,16.842,9.9075,18.56775
2016-06-26,14,ERC,False,2.66,2.406162680083023,2.334299984349486,2.47802537581656,,2.3588235294117648,2.4,2.23,2.54,2.11,2.7,1.94,2.8504999999999994,2.23,2.54,2.1,2.71,1.93,2.8604999999999996
2016-06-26,14,CDC,False,2.01,1.8275350191749005,1.655358062133694,1.9997119762161069,,1.8294117647058825,2.25,1.68,1.99,1.5279999999999998,2.1410000000000005,1.3647500000000001,2.3252499999999996,1.67,1.99,1.519,2.15,1.3547500000000001,2.33525
2016-06-26,14,PNV,False,1.19,1.1557000460930709,1.0338231616988862,1.2775769304872555,,1.1687500000000002,1.2,1.03,1.28,0.91,1.39,0.7447500000000001,1.5204999999999995,1.03,1.28,0.9089999999999999,1.3910000000000002,0.74,1.5252499999999998
2016-06-26,14,PACMA,False,1.19,1.0066554553614766,0.9131325296746169,1.1001783810483363,,1.05,0.87,0.0,2.0324999999999998,0.0,3.301,0.0,5.0867499999999986,0.0,2.0324999999999998,0.0,3.301,0.0,5.0867499999999986
2016-06-26,14,EHB,False,0.77,0.8612326355578552,0.7896152407608877,0.9328500303548227,,0.8357142857142856,0.87,0.7475,0.98,0.62,1.09,0.48,1.22,0.7475,0.9824999999999999,0.62,1.09,0.48,1.22
2016-06-26,14,CC,False,0.33,0.2768229698568275,0.2445630081264753,0.30908293158717975,,0.2923076923076923,0.32,0.18,0.37,0.09,0.46,0.0,0.57,0.18,0.37,0.09,0.46,0.0,0.57
2016-06-26,30,PP,True,33.01,30.08562470191467,29.65610447211856,30.515144931710783,30.5,29.757142857142856,28.71,28.450000000000003,32.1425,26.698999999999998,33.95,24.7875,35.3105,28.34,32.2825,26.468999999999998,34.211,24.422250000000002,35.665749999999996
2016-06-26,30,PSOE,True,22.63,21.191292955667507,20.849224564081716,21.533361347253297,21.3,21.142857142857142,22.0,19.425,22.49,18.04,24.01,16.393250000000002,25.599249999999998,19.345,22.55,17.898999999999997,24.131,16.173250000000003,25.794499999999996
2016-06-26,30,UP,True,21.15,24.23975724491529,23.723108848863607,24.75640564096697,24.7,24.24285714285714,20.68,22.67,25.9125,21.122999999999998,27.532,19.17425,29.288749999999997,22.59,26.0025,20.953,27.711000000000002,18.9095,29.553999999999995
2016-06-26,30,Cs,True,13.06,14.520440358687376,14.08497734174117,14.95590337563358,14.2,14.847619047619048,13.94,12.6075,15.772499999999999,11.229000000000001,16.941000000000003,10.012750000000002,18.333499999999997,12.557500000000001,15.8025,11.139000000000001,17.002,9.892750000000001,18.433499999999995
2016-06-26,30,ERC,False,2.66,2.294564664318971,2.1906846851292303,2.398444643508712,2.2,2.2846153846153845,2.4,2.15,2.42,2.02,2.56,1.8747500000000001,2.7,2.14,2.43,2.0,2.58,1.8447500000000001,2.73
2016-06-26,30,CDC,False,2.01,1.7713556201302247,1.4681586347180215,2.074552605542428,1.6,1.7846153846153845,2.25,1.6075000000000002,1.9324999999999999,1.46,2.0810000000000004,1.2595000000000003,2.22525,1.5975000000000001,1.94,1.45,2.091,1.24475,2.24
2016-06-26,30,PNV,False,1.19,1.167785698864526,1.1226458560650068,1.2129255416640454,1.1,1.1769230769230767,1.2,1.0675000000000001,1.28,0.95,1.38,0.8247500000000001,1.5052499999999998,1.06,1.28,0.94,1.38,0.8147500000000001,1.5152499999999998
2016-06-26,30,PACMA,False,1.19,1.0083863883186528,0.8489871756798681,1.1677856009574374,,1.0,0.87,0.0,2.1825,0.0,3.3230000000000004,0.0,5.276749999999998,0.0,2.1825,0.0,3.3230000000000004,0.0,5.276749999999998
2016-06-26,30,EHB,False,0.77,0.8528377683828214,0.7821635027452806,0.9235120340203623,0.8,0.8307692307692308,0.87,0.75,0.94,0.65,1.05,0.5347500000000002,1.18,0.75,0.95,0.65,1.05,0.5247500000000002,1.19
2016-06-26,30,CC,False,0.33,0.2825432947438552,0.24236766461887546,0.3227189248688349,0.3,0.29999999999999993,0.32,0.19,0.37,0.11,0.46,0.024750000000000102,0.57,0.19,0.37,0.11,0.46,0.024750000000000102,0.57
2016-06-26,60,PP,True,33.01,29.407422454169158,28.233977936702274,30.58086697163604,29.9,29.007692307692306,28.71,27.305,31.2775,25.437,33.410999999999994,22.781750000000002,35.339749999999995,27.085,31.4675,25.027,33.830999999999996,22.0865,35.960249999999995
2016-06-26,60,PSOE,True,22.63,21.432636955844917,20.283497713392247,22.581776198297586,20.5,21.419230769230772,22.0,19.3975,22.9575,17.807,24.755000000000003,15.87,26.225749999999998,19.255000000000003,23.0675,17.547,24.986,15.48,26.565749999999998
2016-06-26,60,UP,True,21.15,24.254726197247393,23.031954269979902,25.477498124514884,25.799999999999997,23.903846153846153,20.68,22.3875,26.177500000000002,20.395999999999997,28.112,18.04375,29.88625,22.2275,26.3375,20.075999999999997,28.432,17.53375,30.351499999999998
2016-06-26,60,Cs,True,13.06,15.162353627617158,14.000039490777983,16.324667764456333,15.2,15.919230769230769,13.94,13.24,16.59,11.614999999999998,18.445000000000004,10.059,20.27525,13.16,16.6525,11.464,18.595000000000002,9.83375,20.5
2016-06-26,60,ERC,False,2.66,2.40684441235021,2.178726700943733,2.634962123756687,,2.44,2.4,2.23,2.54,2.07,2.6910000000000003,1.8547500000000001,2.8904999999999994,2.21,2.56,2.03,2.73,1.79475,2.9504999999999995
2016-06-26,60,CDC,False,2.01,1.8081350494328736,1.5587658627968015,2.0575042360689455,,1.8466666666666665,2.25,1.68,1.95,1.549,2.091,1.3647500000000001,2.2752499999999998,1.67,1.97,1.529,2.12,1.33475,2.31525
2016-06-26,60,PNV,False,1.19,1.1151067566398205,1.0328743379551377,1.1973391753245033,,1.1785714285714286,1.2,1.02,1.23,0.9189999999999999,1.32,0.8,1.4452499999999997,1.01,1.24,0.9089999999999999,1.33,0.78,1.4652499999999997
2016-06-26,60,PACMA,False,1.19,1.0,1.0,1.0,,1.0,0.87,0.0,2.3525,0.0,3.9270000000000014,0.0,6.595249999999999,0.0,2.3525,0.0,3.9270000000000014,0.0,6.595249999999999
2016-06-26,60,EHB,False,0.77,0.6610770728423861,0.6110882141843997,0.7110659315003726,,0.7181818181818183,0.87,0.57,0.75,0.49,0.84,0.38,0.97,0.56,0.75,0.48,0.85,0.37,0.98
2016-06-26,60,CC,False,0.33,0.3018351762700575,0.25953393235518724,0.3441364201849278,,0.31,0.32,0.22,0.38,0.15,0.46,0.07,0.54,0.22,0.3825,0.15,0.46,0.07,0.54
