event_date,horizon,party,main,official,model,fc_lo,fc_hi,last_poll,mean_4w,prev_result,lo50,hi50,lo80,hi80,lo95,hi95,lo50_h,hi50_h,lo80_h,hi80_h,lo95_h,hi95_h
2016-06-26,90,PP,True,33.01,29.006979317583806,27.28441461370968,30.729544021457933,29.4,28.092857142857145,28.71,26.729999999999997,31.044999999999998,24.628999999999998,33.214,22.25375,35.61625,26.3775,31.3625,23.948999999999998,33.873999999999995,21.2085,36.6415
2016-06-26,90,PSOE,True,22.63,22.330927533435062,21.151164459646868,23.510690607223257,22.0,22.028571428571432,22.0,20.585,24.015,18.625999999999998,25.694000000000003,16.732750000000003,28.368249999999996,20.3825,24.2175,18.186,26.104000000000003,16.067500000000003,29.088749999999997
2016-06-26,90,UP,True,21.15,23.253031443587805,22.408126505016536,24.097936382159073,24.0,23.928571428571427,20.68,21.355,24.965,19.787,26.769000000000002,17.142750000000003,28.711,21.1075,25.185,19.337,27.220000000000002,16.367500000000003,29.410999999999998
2016-06-26,90,Cs,True,13.06,15.916496307837262,13.733545944712596,18.099446670961928,15.3,15.971428571428572,13.94,14.24,17.5,12.514999999999999,19.401,10.726000000000003,21.30625,14.12,17.61,12.283999999999999,19.631999999999998,10.365500000000003,21.67625
2016-06-26,90,ERC,False,2.66,2.4819959060989425,2.280996236999385,2.6829955751985,2.4,2.5,2.4,2.36,2.58,2.25,2.67,2.06,2.7752499999999998,2.32,2.61,2.1790000000000003,2.73,1.92475,2.87
2016-06-26,90,CDC,False,2.01,1.8428332339935343,1.6132067762529168,2.072459691734152,1.7,1.9100000000000001,2.25,1.75,1.9625,1.65,2.06,1.51,2.17,1.73,1.99,1.61,2.11,1.44,2.24
2016-06-26,90,PNV,False,1.19,1.1885790969771202,1.144819437656299,1.2323387562979413,1.3,1.2111111111111112,1.2,1.12,1.25,1.07,1.3,0.9947500000000001,1.37,1.1,1.26,1.03,1.33,0.9447500000000001,1.42
2016-06-26,90,PACMA,False,1.19,1.0,0.9999999999999984,1.0000000000000016,,1.0,0.87,0.0,1.95,0.0,3.4010000000000002,0.0,5.656749999999999,0.0,1.95,0.0,3.41,0.0,5.656749999999999
2016-06-26,90,EHB,False,0.77,0.7136966623178315,0.6289391496652446,0.7984541749704184,0.7,0.7777777777777777,0.87,0.66,0.77,0.61,0.82,0.55,0.88,0.65,0.78,0.5989999999999999,0.84,0.53,0.9052499999999998
2016-06-26,90,CC,False,0.33,0.3220098804095448,0.2739581746252713,0.37006158619381835,0.3,0.33333333333333326,0.32,0.28,0.36,0.25,0.40100000000000025,0.2047500000000001,0.44,0.28,0.36,0.24,0.41,0.2047500000000001,0.44524999999999976
2019-04-28,6,PSOE,True,28.67,29.465837796836446,28.470985547337914,30.460690046334978,28.1,29.298,22.63,27.57,31.2725,26.198,32.873999999999995,23.93475,34.600500000000004,27.54,31.302500000000002,26.148,32.925000000000004,23.8495,34.6805
2019-04-28,6,PP,True,16.69,20.682897770517574,19.51201007092649,21.853785470108658,22.450000000000003,20.6,33.01,19.17,22.16,17.749,23.732,16.05475,25.440749999999994,19.1575,22.17,17.718999999999998,23.762,16.00475,25.485999999999994
2019-04-28,6,Cs,True,15.86,14.44973521477872,13.932571902658678,14.966898526898762,13.8,15.234000000000004,13.06,13.0825,15.6825,12.006,16.961000000000002,10.58375,18.442999999999998,13.0725,15.692499999999999,11.986,16.971,10.559,18.473
2019-04-28,6,UP,True,14.32,13.155918885422384,12.64226308420688,13.669574686637889,12.35,12.94,21.15,11.895,14.54,10.732999999999999,15.6,9.1295,16.810999999999996,11.887500000000001,14.55,10.722999999999999,15.61,9.109499999999999,16.831
2019-04-28,6,VOX,True,10.26,11.149933855685802,9.987076609565621,12.312791101805983,11.399999999999999,10.678000000000003,0.2,9.8475,12.415000000000001,8.458,13.602,7.3847499999999995,14.750499999999999,9.84,12.4225,8.447999999999999,13.612,7.3695,14.760499999999999
2019-04-28,6,ERC,False,3.91,3.24558895271581,2.963439111326992,3.527738794104628,3.0,3.065853658536585,2.66,3.06,3.4325,2.859,3.64,2.6295,3.86,3.05,3.44,2.849,3.64,2.6195,3.87
2019-04-28,6,JxCat,False,1.91,1.3780232077033516,1.2552190976085806,1.5008273177981226,1.35,1.3560975609756096,,1.24,1.5,1.13,1.62,0.9795000000000001,1.7804999999999995,1.24,1.5,1.13,1.62,0.9795000000000001,1.7852499999999998
2019-04-28,6,PNV,False,1.51,1.2791326607523308,1.1818038983377328,1.3764614231669288,1.35,1.2560975609756095,1.19,1.16,1.3924999999999998,1.049,1.55,0.88,1.69,1.16,1.3924999999999998,1.04,1.55,0.88,1.69
2019-04-28,6,PACMA,False,1.25,1.5232981311185543,1.1702184773846103,1.8763777848524983,1.4,1.4111111111111112,1.19,0.575,2.4825,0.0,3.31,0.0,4.46,0.575,2.4825,0.0,3.31,0.0,4.46
2019-04-28,6,EHB,False,0.99,0.8555141690278387,0.8080318409308095,0.902996497124868,0.8500000000000001,0.8894736842105262,0.77,0.76,0.96,0.64,1.0510000000000004,0.5147500000000002,1.1904999999999994,0.76,0.96,0.64,1.0510000000000004,0.5147500000000002,1.1904999999999994
2019-04-28,6,COMPROMIS,False,0.66,1.0039550770944605,0.6615507476358746,1.3463594065530464,1.0,0.9914285714285715,,0.85,1.14,0.72,1.34,0.52,1.4952499999999997,0.85,1.14,0.72,1.34,0.52,1.4952499999999997
2019-04-28,6,CC,False,0.53,0.2993184585188555,0.25739034495965973,0.3412465720780513,0.3,0.28,0.33,0.2,0.4,0.1,0.48,0.01,0.6,0.2,0.4,0.1,0.4810000000000002,0.01,0.6
2019-04-28,6,NA+,False,0.41,0.34640816837650845,0.22028321568707854,0.47253312106593837,0.1,0.34800000000000003,,0.24,0.44,0.12899999999999992,0.54,0.0,0.6952499999999997,0.24,0.44,0.12899999999999992,0.54,0.0,0.6952499999999997
2019-04-28,14,PSOE,True,28.67,28.63340917718984,27.596272046524646,29.670546307855034,29.25,29.009677419354837,22.63,26.74,30.474999999999998,24.988999999999997,32.172000000000004,22.747500000000002,33.94199999999999,26.68,30.5275,24.878999999999998,32.282000000000004,22.57225,34.102
2019-04-28,14,PP,True,16.69,21.70518591219329,20.34098183403338,23.0693899903532,21.35,20.68064516129032,33.01,20.1925,23.564999999999998,18.625,25.08,16.927,26.540249999999997,20.1625,23.605,18.565,25.15,16.827,26.640249999999995
2019-04-28,14,Cs,True,15.86,15.393478510627602,14.547607349929892,16.239349671325314,15.8,15.499999999999998,13.06,14.1475,16.814999999999998,12.546000000000001,18.24,10.986000000000002,19.79,14.135,16.835,12.506,18.271,10.926000000000002,19.85525
2019-04-28,14,UP,True,14.32,12.217769975590421,11.611743290987615,12.823796660193228,12.75,12.67741935483871,21.15,10.99,13.65,9.613999999999999,14.981,8.2495,16.383999999999997,10.977500000000001,13.66,9.594,15.011,8.2095,16.423999999999996
2019-04-28,14,VOX,True,10.26,9.370373506063473,7.944217594286687,10.796529417840258,9.3,10.577419354838709,0.2,8.217500000000001,10.9,6.717,12.07,4.8185,13.476749999999997,8.21,10.91,6.697,12.081,4.788500000000001,13.496749999999999
2019-04-28,14,ERC,False,3.91,2.8513672820433698,2.5511363673221323,3.151598196764607,3.0999999999999996,3.1130434782608694,2.66,2.6575,3.03,2.47,3.21,2.30475,3.39525,2.65,3.0324999999999998,2.46,3.22,2.29,3.4052499999999997
2019-04-28,14,JxCat,False,1.91,1.3987101184901825,1.3032557791948833,1.4941644577854816,1.3,1.3391304347826087,,1.26,1.52,1.14,1.64,0.9995000000000002,1.8004999999999995,1.26,1.52,1.1389999999999998,1.64,0.9947500000000001,1.8104999999999996
2019-04-28,14,PNV,False,1.51,1.2792984840408868,1.2085786628083193,1.3500183052734542,1.25,1.2478260869565216,1.19,1.15,1.39,1.04,1.53,0.88,1.67,1.1475,1.39,1.04,1.53,0.87,1.67
2019-04-28,14,PACMA,False,1.25,1.3474418683339382,1.062429412756615,1.6324543239112614,2.0,1.5266666666666666,1.19,0.3075,2.2725,0.0,3.2830000000000004,0.0,4.387749999999998,0.3075,2.2725,0.0,3.2830000000000004,0.0,4.392499999999998
2019-04-28,14,EHB,False,0.99,0.8212223220635697,0.7378685526808985,0.904576091446241,0.8,0.8652173913043479,0.77,0.71,0.93,0.5989999999999999,1.04,0.45,1.2004999999999995,0.71,0.93,0.59,1.04,0.44,1.2004999999999995
2019-04-28,14,COMPROMIS,False,0.66,1.7166301358172247,1.3127711868018195,2.12048908483263,1.35,1.0150000000000001,,1.53,1.9,1.35,2.08,1.05,2.35525,1.53,1.9,1.349,2.08,1.04,2.3604999999999996
2019-04-28,14,CC,False,0.53,0.3014584053054437,0.25374225781123705,0.3491745527996504,0.3,0.3142857142857142,0.33,0.21,0.4,0.11,0.5,0.0,0.5952499999999997,0.21,0.4,0.11,0.5,0.0,0.5952499999999997
2019-04-28,14,NA+,False,0.41,0.5195201840114838,0.3129474682383899,0.7260928997845777,0.35,0.38999999999999996,,0.4,0.65,0.25,0.85,0.0847500000000001,1.0852499999999998,0.4,0.65,0.25,0.85,0.0847500000000001,1.09
2019-04-28,30,PSOE,True,28.67,28.452889553368315,27.41271666527442,29.49306244146221,27.2,28.13157894736842,22.63,26.5975,30.2725,24.826999999999998,32.026,22.43175,34.32874999999999,26.485,30.3825,24.598000000000003,32.246,22.06175,34.693999999999996
2019-04-28,30,PP,True,16.69,20.536788623771656,19.47388639974855,21.59969084779476,20.666666666666668,20.378947368421056,33.01,18.815,22.052500000000002,17.369,23.843,15.67375,25.554499999999997,18.745,22.122500000000002,17.238999999999997,23.982,15.47375,25.764999999999993
2019-04-28,30,Cs,True,15.86,15.672009280477155,14.424562916872887,16.919455644081424,16.7,16.236842105263158,13.06,14.2525,17.22,12.797,18.665000000000003,11.301250000000001,20.070999999999998,14.2125,17.259999999999998,12.717,18.746,11.18125,20.19625
2019-04-28,30,UP,True,14.32,12.512286531525433,11.769036555213681,13.255536507837185,12.5,12.831578947368422,21.15,11.004999999999999,13.87,9.889000000000001,15.053,8.50425,16.18875,10.975000000000001,13.9,9.83,15.103,8.4195,16.263999999999996
2019-04-28,30,VOX,True,10.26,11.223370361794958,10.588805612338824,11.857935111251091,11.700000000000001,11.084210526315792,0.2,9.89,12.65,8.657,13.815000000000001,7.04475,15.61575,9.870000000000001,12.68,8.607,13.865,6.9647499999999996,15.69575
2019-04-28,30,ERC,False,3.91,3.031517827578297,2.577332604445488,3.485703050711106,3.0,3.0714285714285716,2.66,2.8575,3.24,2.62,3.45,2.32475,3.700999999999999,2.8475,3.25,2.6,3.4710000000000005,2.2895,3.730999999999999
2019-04-28,30,JxCat,False,1.91,1.4072570841987229,1.289424590907053,1.5250895774903928,1.3,1.4142857142857144,,1.3,1.52,1.1889999999999998,1.63,1.06,1.77,1.29,1.52,1.1789999999999998,1.64,1.05,1.7852499999999998
2019-04-28,30,PNV,False,1.51,1.231169931465165,1.1381709562381703,1.3241689066921596,1.25,1.2142857142857142,1.19,1.12,1.34,1.01,1.45,0.8947500000000002,1.57,1.12,1.3425,1.0,1.46,0.88,1.5852499999999998
2019-04-28,30,PACMA,False,1.25,1.2998503597206033,0.9247220241108466,1.6749786953303598,1.2,1.614285714285714,1.19,0.23,2.19,0.0,3.24,0.0,4.595249999999999,0.2275,2.19,0.0,3.24,0.0,4.595249999999999
2019-04-28,30,EHB,False,0.99,0.7762532682788501,0.6876748644567399,0.8648316721009603,0.8,0.8214285714285713,0.77,0.67,0.87,0.58,0.97,0.45,1.08,0.6675,0.87,0.5789999999999998,0.98,0.44,1.0852499999999998
2019-04-28,30,COMPROMIS,False,0.66,1.3191098910662964,-2.574878678191041,5.213098460323634,0.5,1.0142857142857142,,0.88,1.7425,0.34,2.17,0.0,2.9514999999999985,0.88,1.7425,0.34,2.1710000000000003,0.0,2.9567499999999987
2019-04-28,30,CC,False,0.53,0.2943570369783206,0.2280671578831936,0.3606469160734476,0.3,0.3125,0.33,0.21,0.37,0.12,0.45,0.04,0.5552499999999998,0.21,0.3725,0.12,0.45,0.04,0.5552499999999998
2019-04-28,30,NA+,False,0.41,,,,0.3,0.3,,,,,,,,,,,,,
2019-04-28,60,PSOE,True,28.67,25.57970362967105,24.203557473363528,26.955849785978575,28.1,25.96153846153846,22.63,23.8875,27.98,22.328999999999997,29.91,20.4695,31.287499999999994,23.737499999999997,28.1825,22.049,30.28,20.03425,31.778499999999994
2019-04-28,60,PP,True,16.69,20.662079360493674,19.53571453078511,21.788444190202238,21.15,21.161538461538466,33.01,18.9175,22.4225,17.287,24.161,15.1485,26.14575,18.8,22.535,17.066,24.391000000000002,14.778500000000001,26.511
2019-04-28,60,Cs,True,15.86,16.839632390896703,15.913228611922262,17.766036169871146,15.85,17.369230769230764,13.06,15.2475,18.665,13.649000000000001,20.282000000000004,11.983500000000001,22.197249999999997,15.1675,18.762500000000003,13.489,20.462000000000003,11.733000000000002,22.472499999999997
2019-04-28,60,UP,True,14.32,14.118987821645756,13.254248787692609,14.983726855598904,12.95,14.215384615384616,21.15,12.385,15.532499999999999,11.197,17.141000000000002,9.336000000000002,18.747249999999998,12.315000000000001,15.585,11.077,17.271,9.140750000000002,18.932499999999997
2019-04-28,60,VOX,True,10.26,11.982402371853908,10.65434396799283,13.310460775714986,12.05,11.315384615384618,0.2,10.405000000000001,13.7325,8.537999999999998,15.071,6.78475,17.3405,10.355,13.785,8.429,15.162,6.6347499999999995,17.5005
2019-04-28,60,ERC,False,3.91,3.031142602659526,2.7800406066378134,3.2822445986812383,3.1,3.0624999999999996,2.66,2.8675,3.18,2.69,3.36,2.46475,3.5352499999999996,2.84,3.2025,2.64,3.41,2.37475,3.6152499999999996
2019-04-28,60,JxCat,False,1.91,1.4269701529564873,1.2887486171758582,1.5651916887371164,1.3,1.4249999999999998,,1.32,1.54,1.2189999999999999,1.6310000000000002,1.08475,1.77,1.31,1.5425,1.2089999999999999,1.65,1.05475,1.7952499999999998
2019-04-28,60,PNV,False,1.51,1.2013601523056878,1.1100083965703196,1.292711908041056,1.25,1.175,1.19,1.1,1.32,1.0,1.4,0.9047500000000002,1.5052499999999998,1.1,1.33,0.9889999999999999,1.4110000000000003,0.88,1.5304999999999995
2019-04-28,60,PACMA,False,1.25,1.1192261366905614,0.7214088937679217,1.517043379613201,,1.5,1.19,0.0,2.145,0.0,3.0830000000000006,0.0,4.875249999999999,0.0,2.145,0.0,3.0920000000000005,0.0,4.875249999999999
2019-04-28,60,EHB,False,0.99,0.6848809101157558,0.6148208979562717,0.7549409222752399,0.6,0.7,0.77,0.59,0.7625,0.5,0.86,0.41475000000000006,0.95,0.58,0.77,0.49,0.8610000000000002,0.4095000000000002,0.96
2019-04-28,60,COMPROMIS,False,0.66,,,,,,,,,,,,,,,,,,
2019-04-28,60,CC,False,0.53,0.2567208130513732,0.21793370169712228,0.29550792440562407,0.2,0.27499999999999997,0.33,0.19,0.32,0.12,0.38,0.0447500000000001,0.46,0.19,0.32,0.12,0.38,0.0447500000000001,0.46
2019-04-28,60,NA+,False,0.41,,,,,,,,,,,,,,,,,,
2019-04-28,90,PSOE,True,28.67,23.66565070675756,22.708104475129236,24.623196938385885,24.2,23.799999999999997,22.63,21.8575,25.4025,20.017,26.822,17.937,28.891,21.6175,25.625,19.537,27.233,17.186500000000002,29.57625
2019-04-28,90,PP,True,16.69,20.933988622132752,19.53201318647855,22.335964057786953,24.0,21.3,33.01,19.3275,22.7725,17.94,24.412,16.34475,26.09,19.1475,22.98,17.61,24.791999999999998,15.84475,26.65525
2019-04-28,90,Cs,True,15.86,18.652104696972888,18.1076133269256,19.196596067020177,18.7,18.849999999999998,13.06,17.1675,20.465,15.729000000000001,21.927000000000003,14.15,23.203,17.0175,20.645,15.439,22.258000000000003,13.69,23.663499999999996
2019-04-28,90,UP,True,14.32,15.938879076377013,14.709589574274576,17.168168578479452,16.6,15.775,21.15,14.49,17.4675,13.05,19.004,11.202250000000001,21.003499999999995,14.377500000000001,17.5875,12.829,19.244,10.832250000000002,21.403999999999996
2019-04-28,90,VOX,True,10.26,10.992168378998308,9.272909731568847,12.711427026427769,9.4,10.125,0.2,9.4175,12.34,8.057,13.795,6.54425,15.051999999999998,9.3475,12.4,7.936,13.916000000000002,6.344250000000001,15.227249999999998
2019-04-28,90,ERC,False,3.91,2.9296920948064913,2.719570782694016,3.1398134069189667,2.8,2.82,2.66,2.8,3.0625,2.67,3.1710000000000003,2.53,3.31525,2.75,3.1125,2.579,3.261,2.38,3.4604999999999997
2019-04-28,90,JxCat,False,1.91,1.4292140349411446,1.2880473086039612,1.570380761278328,1.2,1.5,,1.35,1.4925,1.27,1.57,1.19,1.66,1.3375000000000001,1.51,1.2289999999999999,1.61,1.1247500000000001,1.72
2019-04-28,90,PNV,False,1.51,1.1331343004861352,0.9965548174701728,1.2697137835020975,0.9,1.2600000000000002,1.19,1.06,1.2,1.0,1.27,0.92,1.34,1.05,1.21,0.97,1.29,0.87,1.3852499999999996
2019-04-28,90,PACMA,False,1.25,0.9503376795273017,0.7540218038202927,1.146653555234311,,0.8,1.19,0.0,2.1125,0.0,2.9910000000000005,0.0,4.006249999999999,0.0,2.1125,0.0,2.9910000000000005,0.0,4.006249999999999
2019-04-28,90,EHB,False,0.99,0.6776598466326554,0.5951833654009825,0.7601363278643284,0.7,0.7,0.77,0.64,0.72,0.59,0.7510000000000002,0.55,0.8052499999999998,0.63,0.73,0.58,0.77,0.53,0.8252499999999997
2019-04-28,90,COMPROMIS,False,0.66,,,,,,,,,,,,,,,,,,
2019-04-28,90,CC,False,0.53,0.2563657769118037,0.2064229973157478,0.30630855650785954,,0.25,0.33,0.23,0.28,0.2,0.31,0.17,0.35,0.22,0.28,0.2,0.32,0.16,0.35
2019-04-28,90,NA+,False,0.41,,,,,,,,,,,,,,,,,,
2019-04-28,180,PSOE,True,28.67,27.59080297785834,26.601815581115105,28.579790374601572,25.3,25.885714285714283,22.63,25.78,29.34,23.939,30.772,21.841250000000002,32.851,25.1975,29.905,22.758000000000003,31.794,19.975,34.5515
2019-04-28,180,PP,True,16.69,24.462364999048273,23.161326480108077,25.76340351798847,21.3,23.728571428571428,33.01,22.8375,26.31,21.46,27.962,19.8695,29.61575,22.395,26.82,20.639,28.923000000000002,18.6095,31.040999999999997
2019-04-28,180,Cs,True,15.86,19.56926991782957,18.647585209040315,20.490954626618823,21.8,20.928571428571427,13.06,18.09,21.3625,16.659,22.825000000000003,15.10475,24.068249999999995,17.78,21.7525,16.03,23.526,14.15,25.033999999999995
2019-04-28,180,UP,True,14.32,16.562537243905204,16.019260088417756,17.105814399392653,16.1,16.928571428571427,21.15,15.18,18.035,13.79,19.512,12.031750000000002,21.412999999999997,14.9375,18.294999999999998,13.31,20.032,11.24125,22.263499999999997
2019-04-28,180,VOX,True,10.26,2.889948821472574,1.2635221984333749,4.516375444511773,4.3,2.8600000000000003,0.2,1.52,4.06,0.3479999999999998,5.352,0.0,6.41,1.51,4.07,0.32799999999999985,5.372000000000001,0.0,6.44
2019-04-28,180,ERC,False,3.91,3.0001774661382514,2.8713420423618166,3.1290128899146863,3.3,3.1,2.66,2.96,3.0425,2.919,3.08,2.87,3.13,2.82,3.19,2.64,3.341,2.44,3.5357499999999993
2019-04-28,180,JxCat,False,1.91,1.6024674301050337,1.4731423973988849,1.7317924628111825,1.5,1.5333333333333332,,1.55,1.65,1.48,1.71,1.42,1.77,1.5,1.7,1.37,1.8010000000000004,1.26,1.93
2019-04-28,180,PNV,False,1.51,1.123232110975775,1.069132680141424,1.177331541810126,,1.1,1.19,1.07,1.17,1.02,1.22,0.96,1.28,1.04,1.2,0.96,1.2810000000000004,0.86,1.38
2019-04-28,180,PACMA,False,1.25,1.1992230279704326,1.017036294881869,1.3814097610589962,,1.5,1.19,0.14,2.44,0.0,3.392000000000001,0.0,4.486249999999998,0.14,2.44,0.0,3.392000000000001,0.0,4.486249999999998
2019-04-28,180,EHB,False,0.99,0.7465319925196305,0.7116379123869389,0.7814260726523222,,0.75,0.77,0.69,0.8,0.64,0.85,0.5847500000000001,0.9052499999999998,0.68,0.82,0.61,0.87,0.5447500000000002,0.9452499999999997
2019-04-28,180,COMPROMIS,False,0.66,,,,,,,,,,,,,,,,,,
2019-04-28,180,CC,False,0.53,0.333070018403496,0.2704612667978584,0.39567877000913354,,0.3,0.33,0.26,0.39,0.2,0.47,0.12,0.56,0.25,0.39,0.19,0.48,0.11,0.57
2019-04-28,180,NA+,False,0.41,,,,,,,,,,,,,,,,,,
2019-11-10,6,PSOE,True,28.0,27.292100470399,26.488263467796894,28.095937473001104,26.6,27.363829787234035,28.67,25.625,29.012500000000003,24.16,30.67,22.61,32.812999999999995,25.605,29.0425,24.11,30.720000000000002,22.53475,32.89825
2019-11-10,6,PP,True,20.81,20.27559252266429,19.386870362393413,21.164314682935167,19.0,21.35531914893617,16.69,18.5075,21.6075,16.942,23.013,15.418000000000001,25.09625,18.487499999999997,21.6275,16.903,23.043,15.358,25.1515
2019-11-10,6,VOX,True,15.08,14.203877563663873,13.370669902838182,15.037085224489564,15.0,11.865957446808512,10.26,12.807500000000001,15.565000000000001,11.499,16.78,10.25425,18.241999999999997,12.7975,15.575,11.479000000000001,16.8,10.224250000000001,18.267249999999997
2019-11-10,6,UP,True,12.86,12.457984755028,11.95760569739297,12.958363812663032,12.8,12.56595744680851,14.32,11.2875,13.57,10.156,14.631,8.77,16.13,11.2775,13.5725,10.145,14.65,8.74475,16.15
2019-11-10,6,Cs,True,6.8,8.621370572821487,8.03409864121423,9.208642504428743,8.2,9.440425531914894,15.86,7.585,9.735,6.249,10.86,5.0947499999999994,12.242999999999997,7.577500000000001,9.7425,6.239,10.860999999999999,5.0795,12.252999999999997
2019-11-10,6,ERC,False,3.63,3.757057082340512,3.564846744803212,3.9492674198778115,3.6,3.8924999999999996,3.91,3.59,3.95,3.419,4.12,3.19475,4.33,3.59,3.95,3.41,4.13,3.18475,4.34
2019-11-10,6,MP,True,2.4,3.3318590007642577,2.549291619068785,4.1144263824597305,2.8,4.006382978723405,,2.355,4.4025,1.4089999999999998,5.193000000000001,0.18375000000000052,6.060499999999999,2.3525,4.4025,1.4089999999999998,5.193000000000001,0.1785000000000006,6.060499999999999
2019-11-10,6,JxCat,False,2.19,1.5152982027012525,1.3236851079420893,1.7069112974604157,1.5,1.5685714285714285,1.91,1.39,1.64,1.27,1.7710000000000004,1.15,1.8952499999999997,1.39,1.64,1.269,1.78,1.14475,1.9
2019-11-10,6,PNV,False,1.56,1.4697631568017466,1.3773526593898582,1.562173654213635,,1.511764705882353,1.51,1.3675000000000002,1.58,1.25,1.7010000000000003,1.1,1.85,1.3675000000000002,1.58,1.25,1.71,1.09,1.85
2019-11-10,6,EHB,False,1.14,1.0057067260950479,0.7968779047272597,1.2145355474628359,,1.0238095238095237,0.99,0.9,1.14,0.8,1.25,0.65,1.3552499999999998,0.89,1.14,0.8,1.25,0.65,1.3552499999999998
2019-11-10,6,CUP,False,1.02,1.2756913266185104,0.9641912364443654,1.5871914167926553,1.5,1.0333333333333332,,1.14,1.4,1.01,1.5510000000000004,0.84,1.740999999999999,1.14,1.4,1.01,1.5510000000000004,0.8347500000000001,1.750999999999999
2019-11-10,6,CC,False,0.51,0.5668924260001162,0.42884626910969903,0.7049385828905335,,0.48999999999999994,0.53,0.47,0.65,0.3689999999999999,0.74,0.26,0.8452499999999997,0.47,0.65,0.3689999999999999,0.74,0.26,0.8452499999999997
2019-11-10,6,NA+,False,0.41,0.380941786620966,0.349021839458182,0.41286173378375,,0.4000000000000001,0.41,0.29,0.46,0.22899999999999993,0.55,0.11,0.6352499999999998,0.29,0.46,0.22899999999999993,0.55,0.11,0.6352499999999998
2019-11-10,6,PRC,False,0.28,0.21368307286856253,0.18931813085924415,0.2380480148778809,,0.21500000000000002,0.2,0.14,0.28,0.07,0.35,0.0,0.42,0.14,0.28,0.07,0.35,0.0,0.42
2019-11-10,14,PSOE,True,28.0,26.878594412657097,25.908524292666254,27.84866453264794,27.1,27.568421052631578,28.67,25.0025,28.73,23.474,30.281000000000002,20.7985,32.025499999999994,24.945,28.7825,23.374,30.381,20.6185,32.1755
2019-11-10,14,PP,True,20.81,21.812182113858782,21.16719803847789,22.457166189239675,21.299999999999997,21.43684210526316,16.69,20.08,23.325,18.759,24.97,17.358999999999998,26.901749999999996,20.04,23.365,18.689,25.04,17.249,27.026999999999994
2019-11-10,14,VOX,True,15.08,11.571185115846003,10.315261335670286,12.82710889602172,13.55,10.700000000000001,10.26,9.985,12.91,8.504999999999999,14.134000000000002,6.975000000000002,15.860999999999999,9.975000000000001,12.92,8.475,14.163,6.935000000000002,15.906249999999998
2019-11-10,14,UP,True,12.86,11.915962685225162,11.001232709063235,12.83069266138709,11.399999999999999,12.500000000000002,14.32,10.3675,13.31,9.059000000000001,14.581,7.611250000000002,16.180500000000002,10.3575,13.32,9.029,14.610999999999999,7.561250000000001,16.2305
2019-11-10,14,Cs,True,6.8,9.663980625569845,9.32237582845008,10.005585422689611,9.600000000000001,10.057894736842105,15.86,8.43,10.8525,7.196,11.953,5.798500000000001,13.653499999999998,8.42,10.862499999999999,7.175999999999999,11.973,5.7685,13.688749999999997
2019-11-10,14,ERC,False,3.63,3.7668055615661657,3.5083113634920418,4.02529975964029,4.0,3.8882352941176466,3.91,3.59,3.93,3.38,4.121,3.19,4.34,3.58,3.94,3.36,4.15,3.16,4.375249999999999
2019-11-10,14,MP,True,2.4,4.521745320091104,3.9670077560793455,5.076482884102862,3.5999999999999996,4.386842105263159,,3.44,5.69,2.35,6.691000000000001,1.1085000000000007,7.816749999999998,3.44,5.69,2.349,6.692000000000001,1.0985000000000007,7.826749999999999
2019-11-10,14,JxCat,False,2.19,1.6769358730458284,1.5809480110629845,1.7729237350286722,1.2,1.6413793103448273,1.91,1.59,1.79,1.48,1.88,1.37,2.0052499999999998,1.59,1.8,1.47,1.89,1.36,2.0152499999999995
2019-11-10,14,PNV,False,1.56,1.4416770799991108,1.345063512549253,1.5382906474489686,1.4,1.5266666666666668,1.51,1.35,1.54,1.26,1.63,1.19,1.71,1.35,1.54,1.26,1.63,1.18,1.7152499999999997
2019-11-10,14,EHB,False,1.14,0.9800774131281057,0.9026647239780767,1.0574901022781347,,0.994736842105263,0.99,0.9,1.06,0.82,1.14,0.7147500000000001,1.2452499999999997,0.9,1.0625,0.82,1.14,0.7047500000000001,1.25
2019-11-10,14,CUP,False,1.02,1.0485934901297447,0.779262945805032,1.3179240344544574,1.1,0.9500000000000002,,0.94,1.17,0.85,1.29,0.69,1.42,0.94,1.17,0.8489999999999999,1.29,0.68,1.42
2019-11-10,14,CC,False,0.51,0.485468318863951,0.3826980155880088,0.5882386221398932,,0.46111111111111114,0.53,0.4175,0.55,0.35,0.62,0.27,0.7,0.41,0.55,0.35,0.62,0.2647500000000001,0.71
2019-11-10,14,NA+,False,0.41,0.36198969823504684,0.28435282678750573,0.43962656968258795,,0.4166666666666667,0.41,0.29,0.43,0.22,0.48,0.15,0.5652499999999998,0.29,0.43,0.22,0.48,0.15,0.5652499999999998
2019-11-10,14,PRC,False,0.28,0.22786343806146245,0.18290994153308948,0.2728169345898354,,0.2111111111111111,0.2,0.17,0.28,0.12,0.33100000000000024,0.06,0.4,0.17,0.28,0.12,0.33100000000000024,0.06,0.4
2019-11-10,30,PSOE,True,28.0,27.19131593914684,26.187465951418226,28.195165926875454,27.85,28.9,28.67,24.9675,28.955,23.048000000000002,30.616,20.8885,33.095749999999995,24.8275,29.075,22.778000000000002,30.837,20.488500000000002,33.47575
2019-11-10,30,PP,True,20.81,21.68154092946408,20.780051563265033,22.58303029566313,22.2,20.803703703703704,16.69,19.905,23.38,18.36,24.905,16.5095,26.95575,19.815,23.46,18.189999999999998,25.065,16.25425,27.220999999999997
