code,region,age,population
19,Melilla,55,1160
19,Melilla,56,1080
19,Melilla,57,1067
19,Melilla,58,1033
19,Melilla,59,1124
19,Melilla,60,1047
19,Melilla,61,1023
19,Melilla,62,987
19,Melilla,63,872
19,Melilla,64,789
19,Melilla,65,711
19,Melilla,66,666
19,Melilla,67,663
19,Melilla,68,535
19,Melilla,69,534
19,Melilla,70,468
19,Melilla,71,432
19,Melilla,72,390
19,Melilla,73,375
19,Melilla,74,390
19,Melilla,75,390
19,Melilla,76,355
19,Melilla,77,356
19,Melilla,78,268
19,Melilla,79,324
19,Melilla,80,257
19,Melilla,81,234
19,Melilla,82,258
19,Melilla,83,261
19,Melilla,84,229
19,Melilla,85,182
19,Melilla,86,146
19,Melilla,87,129
19,Melilla,88,115
19,Melilla,89,138
19,Melilla,90,95
19,Melilla,91,76
19,Melilla,92,60
19,Melilla,93,49
19,Melilla,94,33
19,Melilla,95,26
19,Melilla,96,21
19,Melilla,97,8
19,Melilla,98,8
19,Melilla,99,11
19,Melilla,100,13
